gpt-4o,c,79.29515418502203,63.43612334801762,227,227
gpt-4o,cpp,89.96138996138995,79.15057915057915,259,259
gpt-4o,csharp,97.87234042553192,80.0,235,235
gpt-4o,java,89.51965065502183,59.38864628820961,229,229
gpt-4o,javascript,87.55020080321285,60.24096385542169,249,249
gpt-4o,php,93.82716049382717,68.51851851851852,162,162
gpt-4o,python,88.03418803418803,64.1025641025641,351,351
gpt-4o,rust,84.80392156862746,58.33333333333333,204,204
gpt-3.5-turbo,c,83.70044052863436,67.84140969162996,227,227
gpt-3.5-turbo,cpp,89.1891891891892,77.99227799227799,259,259
gpt-3.5-turbo,csharp,97.87234042553192,76.59574468085106,235,235
gpt-3.5-turbo,java,89.51965065502183,61.572052401746724,229,229
gpt-3.5-turbo,javascript,93.97590361445783,70.68273092369478,249,249
gpt-3.5-turbo,php,96.29629629629629,72.22222222222223,162,162
gpt-3.5-turbo,python,92.3076923076923,66.95156695156695,351,351
gpt-3.5-turbo,rust,90.68627450980392,63.72549019607843,204,204
llama-3-8b-instruct,c,79.29515418502203,67.40088105726872,227,227
llama-3-8b-instruct,cpp,84.16988416988417,77.99227799227799,259,259
llama-3-8b-instruct,csharp,97.44680851063829,91.48936170212767,235,235
llama-3-8b-instruct,java,94.75982532751092,70.3056768558952,229,229
llama-3-8b-instruct,javascript,93.1726907630522,91.56626506024097,249,249
llama-3-8b-instruct,php,96.29629629629629,82.71604938271605,162,162
llama-3-8b-instruct,python,91.73789173789174,71.5099715099715,351,351
llama-3-8b-instruct,rust,91.17647058823529,77.45098039215686,204,204
llama-3-70b-instruct,c,78.41409691629956,66.51982378854626,227,227
llama-3-70b-instruct,cpp,83.78378378378378,77.22007722007723,259,259
llama-3-70b-instruct,csharp,99.14893617021276,91.06382978723404,235,235
llama-3-70b-instruct,java,90.82969432314411,65.93886462882097,229,229
llama-3-70b-instruct,javascript,93.1726907630522,91.56626506024097,249,249
llama-3-70b-instruct,php,94.44444444444444,75.30864197530865,162,162
llama-3-70b-instruct,python,90.88319088319088,66.95156695156695,351,351
llama-3-70b-instruct,rust,90.68627450980392,72.54901960784314,204,204
